Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Laviska Shenault Jr. (25323600),Laviska Shenault Jr.,25323600,WR/FLEX,3700,CAR@BAL 11/20/2022 01:00PM ET,CAR,6.98
WR,Quez Watkins (25323594),Quez Watkins,25323594,WR/FLEX,3700,PHI@IND 11/20/2022 01:00PM ET,PHI,4
DST,Patriots  (25324151),Patriots ,25324151,DST,3700,NYJ@NE 11/20/2022 01:00PM ET,NE,11.33
TE,Foster Moreau (25323926),Foster Moreau,25323926,TE/FLEX,3700,LV@DEN 11/20/2022 04:05PM ET,LV,6.71
WR,Noah Brown (25323598),Noah Brown,25323598,WR/FLEX,3700,DAL@MIN 11/20/2022 04:25PM ET,DAL,8.15
TE,Isaiah Likely (25323928),Isaiah Likely,25323928,TE/FLEX,3600,CAR@BAL 11/20/2022 01:00PM ET,BAL,5.5
DST,Giants  (25324152),Giants ,25324152,DST,3600,DET@NYG 11/20/2022 01:00PM ET,NYG,6.22
WR,Kendall Hinton (25323602),Kendall Hinton,25323602,WR/FLEX,3600,LV@DEN 11/20/2022 04:05PM ET,DEN,3.86
WR,Mike Thomas (25323596),Mike Thomas,25323596,WR/FLEX,3600,CIN@PIT 11/20/2022 04:25PM ET,CIN,0.87
WR,David Bell (25323614),David Bell,25323614,WR/FLEX,3500,CLE@BUF 11/20/2022 01:00PM ET,CLE,2.71
WR,Phillip Dorsett II (25323612),Phillip Dorsett II,25323612,WR/FLEX,3500,WAS@HOU 11/20/2022 01:00PM ET,HOU,3.84
WR,Zach Pascal (25323604),Zach Pascal,25323604,WR/FLEX,3500,PHI@IND 11/20/2022 01:00PM ET,PHI,3.04
WR,Kendrick Bourne (25323608),Kendrick Bourne,25323608,WR/FLEX,3500,NYJ@NE 11/20/2022 01:00PM ET,NE,4.02
WR,Marquez Callaway (25323610),Marquez Callaway,25323610,WR/FLEX,3500,LAR@NO 11/20/2022 01:00PM ET,NO,4.02
WR,Marcus Johnson (25323606),Marcus Johnson,25323606,WR/FLEX,3500,DET@NYG 11/20/2022 01:00PM ET,NYG,2.05
DST,Broncos  (25324153),Broncos ,25324153,DST,3500,LV@DEN 11/20/2022 04:05PM ET,DEN,7.11
TE,Hayden Hurst (25323930),Hayden Hurst,25323930,TE/FLEX,3500,CIN@PIT 11/20/2022 04:25PM ET,CIN,8.92
WR,Damiere Byrd (25323618),Damiere Byrd,25323618,WR/FLEX,3400,CHI@ATL 11/20/2022 01:00PM ET,ATL,5.57
WR,Equanimeous St. Brown (25323622),Equanimeous St. Brown,25323622,WR/FLEX,3400,CHI@ATL 11/20/2022 01:00PM ET,CHI,3.87
TE,Tyler Conklin (25323932),Tyler Conklin,25323932,TE/FLEX,3400,NYJ@NE 11/20/2022 01:00PM ET,NYJ,9.19
WR,Rashid Shaheed (25323620),Rashid Shaheed,25323620,WR/FLEX,3400,LAR@NO 11/20/2022 01:00PM ET,NO,6.34
WR,Kenny Golladay (25323616),Kenny Golladay,25323616,WR/FLEX,3400,DET@NYG 11/20/2022 01:00PM ET,NYG,0.84
WR,Tom Kennedy (25323624),Tom Kennedy,25323624,WR/FLEX,3400,DET@NYG 11/20/2022 01:00PM ET,DET,3.96
DST,Bengals  (25324154),Bengals ,25324154,DST,3400,CIN@PIT 11/20/2022 04:25PM ET,CIN,5.78
WR,Dante Pettis (25323632),Dante Pettis,25323632,WR/FLEX,3300,CHI@ATL 11/20/2022 01:00PM ET,CHI,4.53
DST,Falcons  (25324155),Falcons ,25324155,DST,3300,CHI@ATL 11/20/2022 01:00PM ET,ATL,5.8
WR,Shi Smith (25323636),Shi Smith,25323636,WR/FLEX,3300,CAR@BAL 11/20/2022 01:00PM ET,CAR,2.42
WR,Tyquan Thornton (25323628),Tyquan Thornton,25323628,WR/FLEX,3300,NYJ@NE 11/20/2022 01:00PM ET,NE,6.14
WR,Denzel Mims (25323634),Denzel Mims,25323634,WR/FLEX,3300,NYJ@NE 11/20/2022 01:00PM ET,NYJ,4.4
TE,Hunter Henry (25323934),Hunter Henry,25323934,TE/FLEX,3300,NYJ@NE 11/20/2022 01:00PM ET,NE,5.44
WR,Keith Kirkwood (25323630),Keith Kirkwood,25323630,WR/FLEX,3300,LAR@NO 11/20/2022 01:00PM ET,NO,1.9
WR,David Sills V (25323626),David Sills V,25323626,WR/FLEX,3300,DET@NYG 11/20/2022 01:00PM ET,NYG,2.7
WR,KhaDarel Hodge (25323642),KhaDarel Hodge,25323642,WR/FLEX,3200,CHI@ATL 11/20/2022 01:00PM ET,ATL,3.74
TE,Dawson Knox (25323936),Dawson Knox,25323936,TE/FLEX,3200,CLE@BUF 11/20/2022 01:00PM ET,BUF,7.5
WR,Dyami Brown (25323644),Dyami Brown,25323644,WR/FLEX,3200,WAS@HOU 11/20/2022 01:00PM ET,WAS,3.95
WR,Nelson Agholor (25323640),Nelson Agholor,25323640,WR/FLEX,3200,NYJ@NE 11/20/2022 01:00PM ET,NE,5.59
TE,Daniel Bellinger (25323938),Daniel Bellinger,25323938,TE/FLEX,3200,DET@NYG 11/20/2022 01:00PM ET,NYG,7.06
WR,Jalen Virgil (25323646),Jalen Virgil,25323646,WR/FLEX,3200,LV@DEN 11/20/2022 04:05PM ET,DEN,13.6
DST,Cowboys  (25324156),Cowboys ,25324156,DST,3200,DAL@MIN 11/20/2022 04:25PM ET,DAL,10.78
WR,Steven Sims Jr. (25323638),Steven Sims Jr.,25323638,WR/FLEX,3200,CIN@PIT 11/20/2022 04:25PM ET,PIT,1.55
WR,N'Keal Harry (25323648),N'Keal Harry,25323648,WR/FLEX,3100,CHI@ATL 11/20/2022 01:00PM ET,CHI,4.8
TE,Harrison Bryant (25323942),Harrison Bryant,25323942,TE/FLEX,3100,CLE@BUF 11/20/2022 01:00PM ET,CLE,3.99
DST,Commanders  (25324157),Commanders ,25324157,DST,3100,WAS@HOU 11/20/2022 01:00PM ET,WAS,6.2
WR,Braxton Berrios (25323650),Braxton Berrios,25323650,WR/FLEX,3100,NYJ@NE 11/20/2022 01:00PM ET,NYJ,4.80
TE,Juwan Johnson (25323940),Juwan Johnson,25323940,TE/FLEX,3100,LAR@NO 11/20/2022 01:00PM ET,NO,8.22
WR,Jalen Tolbert (25323652),Jalen Tolbert,25323652,WR/FLEX,3100,DAL@MIN 11/20/2022 04:25PM ET,DAL,0.28
WR,Bryan Edwards (25323722),Bryan Edwards,25323722,WR/FLEX,3000,CHI@ATL 11/20/2022 01:00PM ET,ATL,0.64
WR,Jared Bernhardt (25323724),Jared Bernhardt,25323724,WR/FLEX,3000,CHI@ATL 11/20/2022 01:00PM ET,ATL,0
WR,Josh Ali (25323726),Josh Ali,25323726,WR/FLEX,3000,CHI@ATL 11/20/2022 01:00PM ET,ATL,0
WR,Cameron Batson (25323728),Cameron Batson,25323728,WR/FLEX,3000,CHI@ATL 11/20/2022 01:00PM ET,ATL,0
WR,Frank Darby (25323730),Frank Darby,25323730,WR/FLEX,3000,CHI@ATL 11/20/2022 01:00PM ET,ATL,0
WR,Ra'Shaun Henry (25323732),Ra'Shaun Henry,25323732,WR/FLEX,3000,CHI@ATL 11/20/2022 01:00PM ET,ATL,0
WR,Byron Pringle (25323822),Byron Pringle,25323822,WR/FLEX,3000,CHI@ATL 11/20/2022 01:00PM ET,CHI,1.88
WR,Velus Jones Jr. (25323824),Velus Jones Jr.,25323824,WR/FLEX,3000,CHI@ATL 11/20/2022 01:00PM ET,CHI,2.7
WR,Daurice Fountain (25323826),Daurice Fountain,25323826,WR/FLEX,3000,CHI@ATL 11/20/2022 01:00PM ET,CHI,0
WR,Nsimba Webster (25323828),Nsimba Webster,25323828,WR/FLEX,3000,CHI@ATL 11/20/2022 01:00PM ET,CHI,0
WR,Rashod Bateman (25323654),Rashod Bateman,25323654,WR/FLEX,3000,CAR@BAL 11/20/2022 01:00PM ET,BAL,9.58
WR,Tylan Wallace (25323656),Tylan Wallace,25323656,WR/FLEX,3000,CAR@BAL 11/20/2022 01:00PM ET,BAL,0.85
WR,Binjimen Victor (25323658),Binjimen Victor,25323658,WR/FLEX,3000,CAR@BAL 11/20/2022 01:00PM ET,BAL,0
WR,DeSean Jackson (25323660),DeSean Jackson,25323660,WR/FLEX,3000,CAR@BAL 11/20/2022 01:00PM ET,BAL,2.6
WR,Andy Isabella (25323662),Andy Isabella,25323662,WR/FLEX,3000,CAR@BAL 11/20/2022 01:00PM ET,BAL,1.37
WR,Rashard Higgins (25323892),Rashard Higgins,25323892,WR/FLEX,3000,CAR@BAL 11/20/2022 01:00PM ET,CAR,0
WR,Andre Roberts (25323894),Andre Roberts,25323894,WR/FLEX,3000,CAR@BAL 11/20/2022 01:00PM ET,CAR,0
WR,Preston Williams (25323896),Preston Williams,25323896,WR/FLEX,3000,CAR@BAL 11/20/2022 01:00PM ET,CAR,0
WR,Emeka Emezie (25323898),Emeka Emezie,25323898,WR/FLEX,3000,CAR@BAL 11/20/2022 01:00PM ET,CAR,0
WR,Derek Wright (25323900),Derek Wright,25323900,WR/FLEX,3000,CAR@BAL 11/20/2022 01:00PM ET,CAR,0
WR,C.J. Saunders (25323902),C.J. Saunders,25323902,WR/FLEX,3000,CAR@BAL 11/20/2022 01:00PM ET,CAR,0
WR,Khalil Shakir (25323672),Khalil Shakir,25323672,WR/FLEX,3000,CLE@BUF 11/20/2022 01:00PM ET,BUF,3.54
WR,Jake Kumerow (25323674),Jake Kumerow,25323674,WR/FLEX,3000,CLE@BUF 11/20/2022 01:00PM ET,BUF,1.73
WR,Jamison Crowder (25323676),Jamison Crowder,25323676,WR/FLEX,3000,CLE@BUF 11/20/2022 01:00PM ET,BUF,3
WR,Marquez Stevenson (25323678),Marquez Stevenson,25323678,WR/FLEX,3000,CLE@BUF 11/20/2022 01:00PM ET,BUF,0
WR,Tanner Gentry (25323680),Tanner Gentry,25323680,WR/FLEX,3000,CLE@BUF 11/20/2022 01:00PM ET,BUF,0
WR,Isaiah Coulter (25323682),Isaiah Coulter,25323682,WR/FLEX,3000,CLE@BUF 11/20/2022 01:00PM ET,BUF,0
WR,KeeSean Johnson (25323684),KeeSean Johnson,25323684,WR/FLEX,3000,CLE@BUF 11/20/2022 01:00PM ET,BUF,0
WR,Cyril Grayson Jr. (25323864),Cyril Grayson Jr.,25323864,WR/FLEX,3000,CLE@BUF 11/20/2022 01:00PM ET,CLE,0
WR,Michael Woods II (25323866),Michael Woods II,25323866,WR/FLEX,3000,CLE@BUF 11/20/2022 01:00PM ET,CLE,1.02
WR,Anthony Schwartz (25323868),Anthony Schwartz,25323868,WR/FLEX,3000,CLE@BUF 11/20/2022 01:00PM ET,CLE,0.78
WR,Jakeem Grant Sr. (25323870),Jakeem Grant Sr.,25323870,WR/FLEX,3000,CLE@BUF 11/20/2022 01:00PM ET,CLE,0
WR,Isaiah Weston (25323872),Isaiah Weston,25323872,WR/FLEX,3000,CLE@BUF 11/20/2022 01:00PM ET,CLE,0
WR,Daylen Baldwin (25323874),Daylen Baldwin,25323874,WR/FLEX,3000,CLE@BUF 11/20/2022 01:00PM ET,CLE,0
WR,Mike Harley Jr. (25323876),Mike Harley Jr.,25323876,WR/FLEX,3000,CLE@BUF 11/20/2022 01:00PM ET,CLE,0
WR,Chester Rogers (25323878),Chester Rogers,25323878,WR/FLEX,3000,CLE@BUF 11/20/2022 01:00PM ET,CLE,-0.33
WR,Cam Sims (25323744),Cam Sims,25323744,WR/FLEX,3000,WAS@HOU 11/20/2022 01:00PM ET,WAS,1.08
WR,Dax Milne (25323746),Dax Milne,25323746,WR/FLEX,3000,WAS@HOU 11/20/2022 01:00PM ET,WAS,1.57
WR,Marken Michel (25323748),Marken Michel,25323748,WR/FLEX,3000,WAS@HOU 11/20/2022 01:00PM ET,WAS,0
WR,Kyric McGowan (25323750),Kyric McGowan,25323750,WR/FLEX,3000,WAS@HOU 11/20/2022 01:00PM ET,WAS,0
WR,Alex Erickson (25323752),Alex Erickson,25323752,WR/FLEX,3000,WAS@HOU 11/20/2022 01:00PM ET,WAS,0
WR,Tyron Johnson (25323810),Tyron Johnson,25323810,WR/FLEX,3000,WAS@HOU 11/20/2022 01:00PM ET,HOU,0.45
WR,John Metchie III (25323812),John Metchie III,25323812,WR/FLEX,3000,WAS@HOU 11/20/2022 01:00PM ET,HOU,0
WR,Michael Young Jr. (25323814),Michael Young Jr.,25323814,WR/FLEX,3000,WAS@HOU 11/20/2022 01:00PM ET,HOU,0
WR,Davion Davis (25323816),Davion Davis,25323816,WR/FLEX,3000,WAS@HOU 11/20/2022 01:00PM ET,HOU,0
WR,Johnny Johnson III (25323818),Johnny Johnson III,25323818,WR/FLEX,3000,WAS@HOU 11/20/2022 01:00PM ET,HOU,0
WR,Jalen Camp (25323820),Jalen Camp,25323820,WR/FLEX,3000,WAS@HOU 11/20/2022 01:00PM ET,HOU,1.7
WR,Britain Covey (25323664),Britain Covey,25323664,WR/FLEX,3000,PHI@IND 11/20/2022 01:00PM ET,PHI,0
WR,Auden Tate (25323666),Auden Tate,25323666,WR/FLEX,3000,PHI@IND 11/20/2022 01:00PM ET,PHI,0
WR,Devon Allen (25323668),Devon Allen,25323668,WR/FLEX,3000,PHI@IND 11/20/2022 01:00PM ET,PHI,0
WR,Greg Ward (25323670),Greg Ward,25323670,WR/FLEX,3000,PHI@IND 11/20/2022 01:00PM ET,PHI,0
WR,Ashton Dulin (25323880),Ashton Dulin,25323880,WR/FLEX,3000,PHI@IND 11/20/2022 01:00PM ET,IND,4.85
WR,Mike Strachan (25323882),Mike Strachan,25323882,WR/FLEX,3000,PHI@IND 11/20/2022 01:00PM ET,IND,0.99
WR,Keke Coutee (25323884),Keke Coutee,25323884,WR/FLEX,3000,PHI@IND 11/20/2022 01:00PM ET,IND,0.4
WR,Vyncint Smith (25323886),Vyncint Smith,25323886,WR/FLEX,3000,PHI@IND 11/20/2022 01:00PM ET,IND,0
WR,Dezmon Patmon (25323888),Dezmon Patmon,25323888,WR/FLEX,3000,PHI@IND 11/20/2022 01:00PM ET,IND,4.4
WR,Ethan Fernea (25323890),Ethan Fernea,25323890,WR/FLEX,3000,PHI@IND 11/20/2022 01:00PM ET,IND,0
WR,Ty Montgomery (25323708),Ty Montgomery,25323708,WR/FLEX,3000,NYJ@NE 11/20/2022 01:00PM ET,NE,10.3
WR,Matthew Slater (25323710),Matthew Slater,25323710,WR/FLEX,3000,NYJ@NE 11/20/2022 01:00PM ET,NE,0
WR,Raleigh Webb (25323712),Raleigh Webb,25323712,WR/FLEX,3000,NYJ@NE 11/20/2022 01:00PM ET,NE,0
WR,Kristian Wilkerson (25323714),Kristian Wilkerson,25323714,WR/FLEX,3000,NYJ@NE 11/20/2022 01:00PM ET,NE,0
WR,Tre Nixon (25323716),Tre Nixon,25323716,WR/FLEX,3000,NYJ@NE 11/20/2022 01:00PM ET,NE,0
WR,Lil'Jordan Humphrey (25323718),Lil'Jordan Humphrey,25323718,WR/FLEX,3000,NYJ@NE 11/20/2022 01:00PM ET,NE,0.67
WR,Lynn Bowden Jr. (25323720),Lynn Bowden Jr.,25323720,WR/FLEX,3000,NYJ@NE 11/20/2022 01:00PM ET,NE,0
WR,Jeff Smith (25323842),Jeff Smith,25323842,WR/FLEX,3000,NYJ@NE 11/20/2022 01:00PM ET,NYJ,1.08
WR,Rodney Adams (25323844),Rodney Adams,25323844,WR/FLEX,3000,NYJ@NE 11/20/2022 01:00PM ET,NYJ,0
WR,Irvin Charles (25323846),Irvin Charles,25323846,WR/FLEX,3000,NYJ@NE 11/20/2022 01:00PM ET,NYJ,0
WR,Diontae Spencer (25323848),Diontae Spencer,25323848,WR/FLEX,3000,NYJ@NE 11/20/2022 01:00PM ET,NYJ,0
WR,Tarik Black (25323850),Tarik Black,25323850,WR/FLEX,3000,NYJ@NE 11/20/2022 01:00PM ET,NYJ,0
TE,Jonnu Smith (25323944),Jonnu Smith,25323944,TE/FLEX,3000,NYJ@NE 11/20/2022 01:00PM ET,NE,3.92
WR,Kevin White (25323766),Kevin White,25323766,WR/FLEX,3000,LAR@NO 11/20/2022 01:00PM ET,NO,1.88
WR,Deonte Harty (25323768),Deonte Harty,25323768,WR/FLEX,3000,LAR@NO 11/20/2022 01:00PM ET,NO,0.58
WR,Michael Thomas (25323770),Michael Thomas,25323770,WR/FLEX,3000,LAR@NO 11/20/2022 01:00PM ET,NO,17.03
WR,Kirk Merritt (25323772),Kirk Merritt,25323772,WR/FLEX,3000,LAR@NO 11/20/2022 01:00PM ET,NO,0
WR,Brandon Powell (25323774),Brandon Powell,25323774,WR/FLEX,3000,LAR@NO 11/20/2022 01:00PM ET,LAR,2.03
WR,Tutu Atwell (25323776),Tutu Atwell,25323776,WR/FLEX,3000,LAR@NO 11/20/2022 01:00PM ET,LAR,1.46
WR,Lance McCutcheon (25323778),Lance McCutcheon,25323778,WR/FLEX,3000,LAR@NO 11/20/2022 01:00PM ET,LAR,0
WR,J.J. Koski (25323780),J.J. Koski,25323780,WR/FLEX,3000,LAR@NO 11/20/2022 01:00PM ET,LAR,0
WR,Austin Trammell (25323782),Austin Trammell,25323782,WR/FLEX,3000,LAR@NO 11/20/2022 01:00PM ET,LAR,0
DST,Saints  (25324158),Saints ,25324158,DST,3000,LAR@NO 11/20/2022 01:00PM ET,NO,5.3
WR,Richie James Jr. (25323694),Richie James Jr.,25323694,WR/FLEX,3000,DET@NYG 11/20/2022 01:00PM ET,NYG,4.08
WR,Isaiah Hodgins (25323696),Isaiah Hodgins,25323696,WR/FLEX,3000,DET@NYG 11/20/2022 01:00PM ET,NYG,4.73
WR,Sterling Shepard (25323698),Sterling Shepard,25323698,WR/FLEX,3000,DET@NYG 11/20/2022 01:00PM ET,NYG,11.47
WR,Collin Johnson (25323700),Collin Johnson,25323700,WR/FLEX,3000,DET@NYG 11/20/2022 01:00PM ET,NYG,0
WR,Robert Foster (25323702),Robert Foster,25323702,WR/FLEX,3000,DET@NYG 11/20/2022 01:00PM ET,NYG,0
WR,Makai Polk (25323704),Makai Polk,25323704,WR/FLEX,3000,DET@NYG 11/20/2022 01:00PM ET,NYG,0
WR,Kalil Pimpleton (25323706),Kalil Pimpleton,25323706,WR/FLEX,3000,DET@NYG 11/20/2022 01:00PM ET,NYG,0
WR,Trinity Benson (25323830),Trinity Benson,25323830,WR/FLEX,3000,DET@NYG 11/20/2022 01:00PM ET,DET,0
WR,Stanley Berryhill (25323832),Stanley Berryhill,25323832,WR/FLEX,3000,DET@NYG 11/20/2022 01:00PM ET,DET,0
WR,Quintez Cephus (25323834),Quintez Cephus,25323834,WR/FLEX,3000,DET@NYG 11/20/2022 01:00PM ET,DET,0.88
WR,Brandon Zylstra (25323836),Brandon Zylstra,25323836,WR/FLEX,3000,DET@NYG 11/20/2022 01:00PM ET,DET,0
WR,Josh Johnson (25323838),Josh Johnson,25323838,WR/FLEX,3000,DET@NYG 11/20/2022 01:00PM ET,DET,0
WR,Maurice Alexander (25323840),Maurice Alexander,25323840,WR/FLEX,3000,DET@NYG 11/20/2022 01:00PM ET,DET,0.42
TE,Brock Wright (25323946),Brock Wright,25323946,TE/FLEX,3000,DET@NYG 11/20/2022 01:00PM ET,DET,2.44
WR,Montrell Washington (25323734),Montrell Washington,25323734,WR/FLEX,3000,LV@DEN 11/20/2022 04:05PM ET,DEN,0.61
WR,Tyrie Cleveland (25323736),Tyrie Cleveland,25323736,WR/FLEX,3000,LV@DEN 11/20/2022 04:05PM ET,DEN,0.8
WR,Tim Patrick (25323738),Tim Patrick,25323738,WR/FLEX,3000,LV@DEN 11/20/2022 04:05PM ET,DEN,0
WR,Brandon Johnson (25323740),Brandon Johnson,25323740,WR/FLEX,3000,LV@DEN 11/20/2022 04:05PM ET,DEN,0
WR,Kaden Davis (25323742),Kaden Davis,25323742,WR/FLEX,3000,LV@DEN 11/20/2022 04:05PM ET,DEN,0
WR,Keelan Cole (25323798),Keelan Cole,25323798,WR/FLEX,3000,LV@DEN 11/20/2022 04:05PM ET,LV,1.2
WR,DJ Turner (25323800),DJ Turner,25323800,WR/FLEX,3000,LV@DEN 11/20/2022 04:05PM ET,LV,0.4
WR,Isaiah Zuber (25323802),Isaiah Zuber,25323802,WR/FLEX,3000,LV@DEN 11/20/2022 04:05PM ET,LV,0
WR,Chris Lacy (25323804),Chris Lacy,25323804,WR/FLEX,3000,LV@DEN 11/20/2022 04:05PM ET,LV,0
WR,Malik Turner (25323806),Malik Turner,25323806,WR/FLEX,3000,LV@DEN 11/20/2022 04:05PM ET,LV,0
WR,Albert Wilson (25323808),Albert Wilson,25323808,WR/FLEX,3000,LV@DEN 11/20/2022 04:05PM ET,LV,0
WR,KaVontae Turpin (25323754),KaVontae Turpin,25323754,WR/FLEX,3000,DAL@MIN 11/20/2022 04:25PM ET,DAL,0.4
WR,James Washington (25323756),James Washington,25323756,WR/FLEX,3000,DAL@MIN 11/20/2022 04:25PM ET,DAL,0
WR,Simi Fehoko (25323758),Simi Fehoko,25323758,WR/FLEX,3000,DAL@MIN 11/20/2022 04:25PM ET,DAL,1.08
WR,Dennis Houston (25323760),Dennis Houston,25323760,WR/FLEX,3000,DAL@MIN 11/20/2022 04:25PM ET,DAL,1.8
WR,Dontario Drummond (25323762),Dontario Drummond,25323762,WR/FLEX,3000,DAL@MIN 11/20/2022 04:25PM ET,DAL,0
WR,Brandon Smith (25323764),Brandon Smith,25323764,WR/FLEX,3000,DAL@MIN 11/20/2022 04:25PM ET,DAL,0
WR,Jalen Reagor (25323784),Jalen Reagor,25323784,WR/FLEX,3000,DAL@MIN 11/20/2022 04:25PM ET,MIN,1.3
WR,Jalen Nailor (25323786),Jalen Nailor,25323786,WR/FLEX,3000,DAL@MIN 11/20/2022 04:25PM ET,MIN,0.33
WR,Bisi Johnson (25323788),Bisi Johnson,25323788,WR/FLEX,3000,DAL@MIN 11/20/2022 04:25PM ET,MIN,0
WR,Thomas Hennigan (25323790),Thomas Hennigan,25323790,WR/FLEX,3000,DAL@MIN 11/20/2022 04:25PM ET,MIN,0
WR,Trishton Jackson (25323792),Trishton Jackson,25323792,WR/FLEX,3000,DAL@MIN 11/20/2022 04:25PM ET,MIN,0
WR,Blake Proehl (25323794),Blake Proehl,25323794,WR/FLEX,3000,DAL@MIN 11/20/2022 04:25PM ET,MIN,0
WR,Dan Chisena (25323796),Dan Chisena,25323796,WR/FLEX,3000,DAL@MIN 11/20/2022 04:25PM ET,MIN,0
WR,Trent Taylor (25323686),Trent Taylor,25323686,WR/FLEX,3000,CIN@PIT 11/20/2022 04:25PM ET,CIN,0.63
WR,Stanley Morgan (25323688),Stanley Morgan,25323688,WR/FLEX,3000,CIN@PIT 11/20/2022 04:25PM ET,CIN,0
WR,Kwamie Lassiter II (25323690),Kwamie Lassiter II,25323690,WR/FLEX,3000,CIN@PIT 11/20/2022 04:25PM ET,CIN,0
WR,Trenton Irwin (25323692),Trenton Irwin,25323692,WR/FLEX,3000,CIN@PIT 11/20/2022 04:25PM ET,CIN,4.1
WR,Miles Boykin (25323852),Miles Boykin,25323852,WR/FLEX,3000,CIN@PIT 11/20/2022 04:25PM ET,PIT,0.23
WR,Gunner Olszewski (25323854),Gunner Olszewski,25323854,WR/FLEX,3000,CIN@PIT 11/20/2022 04:25PM ET,PIT,0.28
WR,Calvin Austin III (25323856),Calvin Austin III,25323856,WR/FLEX,3000,CIN@PIT 11/20/2022 04:25PM ET,PIT,0
WR,Anthony Miller (25323858),Anthony Miller,25323858,WR/FLEX,3000,CIN@PIT 11/20/2022 04:25PM ET,PIT,0
WR,Cody White (25323860),Cody White,25323860,WR/FLEX,3000,CIN@PIT 11/20/2022 04:25PM ET,PIT,0
WR,Josh Malone (25323862),Josh Malone,25323862,WR/FLEX,3000,CIN@PIT 11/20/2022 04:25PM ET,PIT,0
TE,Kylen Granson (25323950),Kylen Granson,25323950,TE/FLEX,2900,PHI@IND 11/20/2022 01:00PM ET,IND,4.73
DST,Rams  (25324159),Rams ,25324159,DST,2900,LAR@NO 11/20/2022 01:00PM ET,LAR,5.33
TE,Tanner Hudson (25323948),Tanner Hudson,25323948,TE/FLEX,2900,DET@NYG 11/20/2022 01:00PM ET,NYG,2.36
TE,Logan Thomas (25323952),Logan Thomas,25323952,TE/FLEX,2800,WAS@HOU 11/20/2022 01:00PM ET,WAS,4.69
DST,Jets  (25324160),Jets ,25324160,DST,2800,NYJ@NE 11/20/2022 01:00PM ET,NYJ,8.44
TE,Irv Smith Jr. (25323954),Irv Smith Jr.,25323954,TE/FLEX,2800,DAL@MIN 11/20/2022 04:25PM ET,MIN,7.26
TE,Tommy Tremble (25323960),Tommy Tremble,25323960,TE/FLEX,2700,CAR@BAL 11/20/2022 01:00PM ET,CAR,3.09
TE,Mo Alie-Cox (25323958),Mo Alie-Cox,25323958,TE/FLEX,2700,PHI@IND 11/20/2022 01:00PM ET,IND,3.99
TE,James Mitchell (25323956),James Mitchell,25323956,TE/FLEX,2700,DET@NYG 11/20/2022 01:00PM ET,DET,2.52
DST,Lions  (25324161),Lions ,25324161,DST,2700,DET@NYG 11/20/2022 01:00PM ET,DET,4.33
DST,Bears  (25324162),Bears ,25324162,DST,2600,CHI@ATL 11/20/2022 01:00PM ET,CHI,4.5
TE,John Bates (25323964),John Bates,25323964,TE/FLEX,2600,WAS@HOU 11/20/2022 01:00PM ET,WAS,2.16
TE,O.J. Howard (25323966),O.J. Howard,25323966,TE/FLEX,2600,WAS@HOU 11/20/2022 01:00PM ET,HOU,3.44
TE,Brevin Jordan (25323968),Brevin Jordan,25323968,TE/FLEX,2600,WAS@HOU 11/20/2022 01:00PM ET,HOU,1.84
TE,Jordan Akins (25323970),Jordan Akins,25323970,TE/FLEX,2600,WAS@HOU 11/20/2022 01:00PM ET,HOU,6.16
TE,Chris Myarick (25323962),Chris Myarick,25323962,TE/FLEX,2600,DET@NYG 11/20/2022 01:00PM ET,NYG,1.8
TE,Parker Hesse (25324016),Parker Hesse,25324016,TE/FLEX,2500,CHI@ATL 11/20/2022 01:00PM ET,ATL,1
TE,MyCole Pruitt (25324018),MyCole Pruitt,25324018,TE/FLEX,2500,CHI@ATL 11/20/2022 01:00PM ET,ATL,1.73
TE,Feleipe Franks (25324020),Feleipe Franks,25324020,TE/FLEX,2500,CHI@ATL 11/20/2022 01:00PM ET,ATL,0
TE,Anthony Firkser (25324022),Anthony Firkser,25324022,TE/FLEX,2500,CHI@ATL 11/20/2022 01:00PM ET,ATL,1.38
TE,John FitzPatrick (25324024),John FitzPatrick,25324024,TE/FLEX,2500,CHI@ATL 11/20/2022 01:00PM ET,ATL,0
TE,Tucker Fisk (25324026),Tucker Fisk,25324026,TE/FLEX,2500,CHI@ATL 11/20/2022 01:00PM ET,ATL,0
TE,Beau Brinkley (25324028),Beau Brinkley,25324028,TE/FLEX,2500,CHI@ATL 11/20/2022 01:00PM ET,ATL,0
TE,Trevon Wesco (25324094),Trevon Wesco,25324094,TE/FLEX,2500,CHI@ATL 11/20/2022 01:00PM ET,CHI,0.59
TE,Ryan Griffin (25324096),Ryan Griffin,25324096,TE/FLEX,2500,CHI@ATL 11/20/2022 01:00PM ET,CHI,0.68
TE,Chase Allen (25324098),Chase Allen,25324098,TE/FLEX,2500,CHI@ATL 11/20/2022 01:00PM ET,CHI,0
TE,Jake Tonges (25324100),Jake Tonges,25324100,TE/FLEX,2500,CHI@ATL 11/20/2022 01:00PM ET,CHI,0
TE,Patrick Scales (25324102),Patrick Scales,25324102,TE/FLEX,2500,CHI@ATL 11/20/2022 01:00PM ET,CHI,0
TE,Sammis Reyes (25324104),Sammis Reyes,25324104,TE/FLEX,2500,CHI@ATL 11/20/2022 01:00PM ET,CHI,0
