Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Roster Position
63499-55050,RB,Christian,Christian McCaffrey,McCaffrey,16.38000031,5,10400,NYJ@CAR,CAR,NYJ,,,,RB/FLEX
63499-54140,RB,Dalvin,Dalvin Cook,Cook,22.55714199,14,9400,MIN@CIN,MIN,CIN,,,,RB/FLEX
63499-39280,RB,Derrick,Derrick Henry,Henry,19.42353013,17,8900,ARI@TEN,TEN,ARI,,,,RB/FLEX
63499-57439,QB,Patrick,Patrick Mahomes,Mahomes,24.42222256,18,8800,CLE@KC,KC,CLE,,,,QB
63499-45889,WR,Davante,Davante Adams,Adams,20.95000076,16,8600,GB@NO,GB,NO,,,,WR/FLEX
63499-42104,RB,Alvin,Alvin Kamara,Kamara,21.58235258,17,8600,GB@NO,NO,GB,,,,RB/FLEX
63499-63115,QB,Lamar,Lamar Jackson,Jackson,22.14235373,17,8600,BAL@LV,BAL,LV,,,,QB
63499-33076,TE,Travis,Travis Kelce,Kelce,18.32000054,18,8500,CLE@KC,KC,CLE,,,,TE/FLEX
63499-53681,WR,Tyreek,Tyreek Hill,Hill,18.57222154,18,8500,CLE@KC,KC,CLE,,,,WR/FLEX
63499-64401,RB,Saquon,Saquon Barkley,Barkley,4.133333206,3,8500,DEN@NYG,NYG,DEN,Q,Knee - acl + mcl,,RB/FLEX
63499-63484,QB,Kyler,Kyler Murray,Murray,24.42124939,16,8400,ARI@TEN,ARI,TEN,,,,QB
63499-16606,WR,DeAndre,DeAndre Hopkins,Hopkins,14.39375019,16,8200,ARI@TEN,ARI,TEN,Q,Undisclosed,,WR/FLEX
63499-62239,QB,Josh,Josh Allen,Allen,25.14421001,19,8100,PIT@BUF,BUF,PIT,,,,QB
63499-64555,WR,Calvin,Calvin Ridley,Ridley,15.76666667,15,8100,PHI@ATL,ATL,PHI,,,,WR/FLEX
63499-6894,QB,Aaron,Aaron Rodgers,Rodgers,24.34111192,18,8000,GB@NO,GB,NO,,,,QB
63499-85671,WR,Justin,Justin Jefferson,Jefferson,14.38749981,16,8000,MIN@CIN,MIN,CIN,Q,Shoulder - ac joint,,WR/FLEX
63499-38791,RB,Ezekiel,Ezekiel Elliott,Elliott,13.1799998,15,8000,DAL@TB,DAL,TB,,,,RB/FLEX
63499-25079,WR,Stefon,Stefon Diggs,Diggs,16.74736906,19,7900,PIT@BUF,BUF,PIT,Q,Knee,,WR/FLEX
63499-89675,RB,Jonathan,Jonathan Taylor,Taylor,15.63749981,16,7900,SEA@IND,IND,SEA,,,,RB/FLEX
63499-6498,QB,Tom,Tom Brady,Brady,21.75299988,20,7800,DAL@TB,TB,DAL,,,,QB
63499-72846,WR,A.J.,A.J. Brown,Brown,15.3200002,15,7800,ARI@TEN,TEN,ARI,Q,Knee,,WR/FLEX
63499-22015,QB,Russell,Russell Wilson,Wilson,23.04352884,17,7800,SEA@IND,SEA,IND,,,,QB
63499-53562,RB,Nick,Nick Chubb,Chubb,15.36666667,15,7700,CLE@KC,CLE,KC,,,,RB/FLEX
63499-73048,WR,DK,DK Metcalf,Metcalf,14.93529376,17,7700,SEA@IND,SEA,IND,,,,WR/FLEX
63499-21948,QB,Ryan,Ryan Tannehill,Tannehill,21.20941162,17,7700,ARI@TEN,TEN,ARI,,,,QB
63499-31716,QB,Dak,Dak Prescott,Prescott,23.1899999,6,7600,DAL@TB,DAL,TB,,,,QB
63499-69189,QB,Justin,Justin Herbert,Herbert,22.85599976,15,7600,LAC@WAS,LAC,WAS,,,,QB
63499-32384,WR,Mike,Mike Evans,Evans,12.575,20,7600,DAL@TB,TB,DAL,,,,WR/FLEX
63499-69531,QB,Jalen,Jalen Hurts,Hurts,8.045714242,14,7600,PHI@ATL,PHI,ATL,,,,QB
63499-54879,QB,Deshaun,Deshaun Watson,Watson,23.52000046,16,7500,JAC@HOU,HOU,JAC,,,,QB
63499-6654,QB,Matthew,Matthew Stafford,Stafford,16.90999985,16,7400,CHI@LAR,LAR,CHI,,,,QB
63499-29253,WR,Keenan,Keenan Allen,Allen,13.93571472,14,7400,LAC@WAS,LAC,WAS,,,,WR/FLEX
63499-40442,RB,Aaron,Aaron Jones,Jones,16.03750038,16,7400,GB@NO,GB,NO,,,,RB/FLEX
63499-6616,QB,Matt,Matt Ryan,Ryan,18.34000015,16,7300,PHI@ATL,ATL,PHI,,,,QB
63499-39716,WR,Adam,Adam Thielen,Thielen,14.46666667,15,7300,MIN@CIN,MIN,CIN,Q,Thigh,,WR/FLEX
63499-55635,WR,Chris,Chris Godwin,Godwin,12.26875019,16,7200,DAL@TB,TB,DAL,Q,Quadriceps,,WR/FLEX
63499-52442,RB,Joe,Joe Mixon,Mixon,14.84999975,6,7200,MIN@CIN,CIN,MIN,,,,RB/FLEX
63499-22038,QB,Kirk,Kirk Cousins,Cousins,19.95000076,16,7200,MIN@CIN,MIN,CIN,,,,QB
63499-63336,QB,Joe,Joe Burrow,Burrow,17.87200012,10,7200,MIN@CIN,CIN,MIN,,,,QB
63499-6589,QB,Ben,Ben Roethlisberger,Roethlisberger,19.45375061,16,7100,PIT@BUF,PIT,BUF,,,,QB
63499-41535,QB,Baker,Baker Mayfield,Mayfield,16.16111077,18,7100,CLE@KC,CLE,KC,,,,QB
63499-73273,RB,David,David Montgomery,Montgomery,15.05624962,16,7100,CHI@LAR,CHI,LAR,,,,RB/FLEX
63499-25011,TE,Darren,Darren Waller,Waller,14.06875038,16,7000,BAL@LV,LV,BAL,,,,TE/FLEX
63499-90933,RB,Antonio,Antonio Gibson,Gibson,12.5799998,15,7000,LAC@WAS,WAS,LAC,,,,RB/FLEX
63499-39793,TE,George,George Kittle,Kittle,12.63749981,8,7000,SF@DET,SF,DET,,,,TE/FLEX
63499-14185,QB,Cam,Cam Newton,Newton,17.9986674,15,7000,MIA@NE,NE,MIA,,,,QB
63499-14190,WR,Julio,Julio Jones,Jones,13.39999983,9,7000,ARI@TEN,TEN,ARI,Q,Undisclosed,,WR/FLEX
63499-80001,RB,Austin,Austin Ekeler,Ekeler,12.57272755,11,6900,LAC@WAS,LAC,WAS,,,,RB/FLEX
63499-56250,WR,Terry,Terry McLaurin,McLaurin,11.92500019,16,6900,LAC@WAS,WAS,LAC,,,,WR/FLEX
63499-54604,QB,Jimmy,Jimmy Garoppolo,Garoppolo,11.55666606,6,6900,SF@DET,SF,DET,,,,QB
63499-28643,WR,Allen,Allen Robinson II,Robinson II,12.96470552,17,6900,CHI@LAR,CHI,LAR,,,,WR/FLEX
63499-14377,QB,Tyrod,Tyrod Taylor,Taylor,4.510000229,2,6800,JAC@HOU,HOU,JAC,,,,QB
63499-27050,WR,Tyler,Tyler Lockett,Lockett,12.98235276,17,6800,SEA@IND,SEA,IND,Q,Groin,,WR/FLEX
63499-72731,RB,Josh,Josh Jacobs,Jacobs,14.3200002,15,6800,BAL@LV,LV,BAL,Q,Undisclosed,,RB/FLEX
63499-85741,RB,Clyde,Clyde Edwards-Helaire,Edwards-Helaire,11.65999959,15,6800,CLE@KC,KC,CLE,Q,Ankle,,RB/FLEX
63499-89951,QB,Trevor,Trevor Lawrence,Lawrence,,,6800,JAC@HOU,JAC,HOU,,,,QB
63499-63519,QB,Daniel,Daniel Jones,Jones,13.57285745,14,6700,DEN@NYG,NYG,DEN,,,,QB
63499-24849,QB,Jameis,Jameis Winston,Winston,2.160000086,4,6700,GB@NO,NO,GB,,,,QB
63499-45565,QB,Taysom,Taysom Hill,Hill,9.15411736,17,6700,GB@NO,NO,GB,,,,QB
63499-64119,RB,Chris,Chris Carson,Carson,13.69230769,13,6700,SEA@IND,SEA,IND,,,,RB/FLEX
63499-45859,QB,Derek,Derek Carr,Carr,17.56999969,16,6700,BAL@LV,LV,BAL,,,,QB
63499-63043,WR,DJ,DJ Moore,Moore,11.9,15,6700,NYJ@CAR,CAR,NYJ,,,,WR/FLEX
63499-71845,RB,Miles,Miles Sanders,Sanders,13.03333282,12,6600,PHI@ATL,PHI,ATL,,,,RB/FLEX
63499-31001,WR,Amari,Amari Cooper,Cooper,11.92500019,16,6600,DAL@TB,DAL,TB,,,,WR/FLEX
63499-90572,QB,Tua,Tua Tagovailoa,Tagovailoa,12.88727223,11,6600,MIA@NE,MIA,NE,,,,QB
63499-66008,WR,Diontae,Diontae Johnson,Johnson,11.47058824,17,6600,PIT@BUF,PIT,BUF,,,,WR/FLEX
63499-33259,QB,Teddy,Teddy Bridgewater,Bridgewater,16.81466675,15,6600,DEN@NYG,DEN,NYG,,,,QB
63499-64051,QB,Drew,Drew Lock,Lock,15.10153902,13,6600,DEN@NYG,DEN,NYG,,,,QB
63499-7659,QB,Ryan,Ryan Fitzpatrick,Fitzpatrick,17.91555617,9,6600,LAC@WAS,WAS,LAC,,,,QB
63499-53331,QB,Taylor,Taylor Heinicke,Heinicke,18.76000023,2,6500,LAC@WAS,WAS,LAC,,,,QB
63499-63589,QB,Sam,Sam Darnold,Darnold,11.15538494,13,6500,NYJ@CAR,CAR,NYJ,,,,QB
63499-90406,QB,Zach,Zach Wilson,Wilson,,,6500,NYJ@CAR,NYJ,CAR,,,,QB
63499-90575,RB,Najee,Najee Harris,Harris,,,6500,PIT@BUF,PIT,BUF,,,,RB/FLEX
63499-31360,WR,Odell,Odell Beckham Jr.,Beckham Jr.,10.75999996,7,6500,CLE@KC,CLE,KC,Q,Knee - acl,,WR/FLEX
63499-70324,QB,Carson,Carson Wentz,Wentz,17.78333282,12,6500,SEA@IND,IND,SEA,Q,Foot,,QB
63499-29685,WR,Robert,Robert Woods,Woods,12.29999966,18,6500,CHI@LAR,LAR,CHI,,,,WR/FLEX
63499-40167,RB,Gus,Gus Edwards,Edwards,7.316666497,18,6500,BAL@LV,BAL,LV,,,,RB/FLEX
63499-91591,QB,Justin,Justin Fields,Fields,,,6500,CHI@LAR,CHI,LAR,,,,QB
63499-38435,QB,Jared,Jared Goff,Goff,16.3023538,17,6500,SF@DET,DET,SF,,,,QB
63499-85798,WR,Brandon,Brandon Aiyuk,Aiyuk,12.875,12,6500,SF@DET,SF,DET,Q,Hamstring,,WR/FLEX
63499-14225,QB,Andy,Andy Dalton,Dalton,13.12727217,11,6500,CHI@LAR,CHI,LAR,,,,QB
63499-28573,WR,Michael,Michael Thomas,Thomas,8.855555216,9,6500,GB@NO,NO,GB,NA,Ankle,,WR/FLEX
63499-70157,RB,Darrell,Darrell Henderson Jr.,Henderson Jr.,8.153333537,15,6400,CHI@LAR,LAR,CHI,Q,Thumb,,RB/FLEX
63499-6714,QB,Joe,Joe Flacco,Flacco,11.55199966,5,6400,PHI@ATL,PHI,ATL,,,,QB
63499-31394,WR,Jarvis,Jarvis Landry,Landry,10.6564708,17,6400,CLE@KC,CLE,KC,,,,WR/FLEX
63499-55987,WR,JuJu,JuJu Smith-Schuster,Smith-Schuster,12.57647077,17,6400,PIT@BUF,PIT,BUF,,,,WR/FLEX
63499-91598,RB,D'Andre,D'Andre Swift,Swift,12.83076947,13,6400,SF@DET,DET,SF,,,,RB/FLEX
63499-52922,RB,Leonard,Leonard Fournette,Fournette,11.98750019,16,6400,DAL@TB,TB,DAL,,,,RB/FLEX
63499-69333,QB,Jacob,Jacob Eason,Eason,0,1,6400,SEA@IND,IND,SEA,,,,QB
63499-149696,QB,Trey,Trey Lance,Lance,,,6300,SF@DET,SF,DET,Q,Finger,,QB
63499-92560,QB,Sam,Sam Ehlinger,Ehlinger,,,6300,SEA@IND,IND,SEA,IR,Knee,,QB
63499-31170,QB,Brandon,Brandon Allen,Allen,8.950000127,6,6300,MIN@CIN,CIN,MIN,,,,QB
63499-86631,WR,CeeDee,CeeDee Lamb,Lamb,11.29374981,16,6300,DAL@TB,DAL,TB,,,,WR/FLEX
63499-56018,WR,Deebo,Deebo Samuel,Samuel,9.171428135,7,6300,SF@DET,SF,DET,,,,WR/FLEX
63499-29501,WR,Brandin,Brandin Cooks,Cooks,12.76666667,15,6300,JAC@HOU,HOU,JAC,,,,WR/FLEX
63499-32158,QB,Garrett,Garrett Gilbert,Gilbert,7.760000229,2,6300,MIA@NE,NE,MIA,,,,QB
63499-30231,QB,Jacoby,Jacoby Brissett,Brissett,1.583076917,13,6300,MIA@NE,MIA,NE,,,,QB
63499-38628,QB,Mitchell,Mitchell Trubisky,Trubisky,13.4353849,13,6300,PIT@BUF,BUF,PIT,,,,QB
63499-79970,WR,Cooper,Cooper Kupp,Kupp,10.78125,16,6200,CHI@LAR,LAR,CHI,,,,WR/FLEX
63499-31047,QB,AJ,AJ McCarron,McCarron,0.400000006,2,6200,PHI@ATL,ATL,PHI,IR,Knee - acl,,QB
63499-61798,QB,Gardner,Gardner Minshew II,Minshew II,18.35111152,9,6200,PHI@ATL,PHI,ATL,,,,QB
63499-22994,QB,Case,Case Keenum,Keenum,1.840000033,1,6200,CLE@KC,CLE,KC,,,,QB
63499-90584,QB,Mac,Mac Jones,Jones,,,6200,MIA@NE,NE,MIA,,,,QB
63499-86687,WR,Marquise,Marquise Brown,Brown,10.05555556,18,6200,BAL@LV,BAL,LV,,,,WR/FLEX
63499-29358,QB,Marcus,Marcus Mariota,Mariota,26.84000015,1,6200,BAL@LV,LV,BAL,Q,Quadriceps,,QB
63499-41827,QB,P.J.,P.J. Walker,Walker,2.704000092,5,6200,NYJ@CAR,CAR,NYJ,,,,QB
63499-54244,WR,Kenny,Kenny Golladay,Golladay,11.15999985,5,6200,DEN@NYG,NYG,DEN,Q,Hamstring,,WR/FLEX
63499-52436,TE,Mark,Mark Andrews,Andrews,9.5,16,6200,BAL@LV,BAL,LV,,,,TE/FLEX
63499-69017,QB,Jordan,Jordan Love,Love,,,6200,GB@NO,GB,NO,,,,QB
63499-26251,WR,Robby,Robby Anderson,Anderson,11.03750038,16,6200,NYJ@CAR,CAR,NYJ,,,,WR/FLEX
63499-61276,QB,James,James Morgan,Morgan,0,1,6200,NYJ@CAR,CAR,NYJ,,,,QB
63499-30635,RB,Mike,Mike Davis,Davis,12.64285714,14,6200,PHI@ATL,ATL,PHI,,,,RB/FLEX
63499-28744,RB,Raheem,Raheem Mostert,Mostert,11.46249962,8,6100,SF@DET,SF,DET,,,,RB/FLEX
63499-70051,QB,Tyler,Tyler Huntley,Huntley,2.125,4,6100,BAL@LV,BAL,LV,,,,QB
63499-53729,QB,Mason,Mason Rudolph,Rudolph,4.840000153,4,6100,PIT@BUF,PIT,BUF,,,,QB
63499-33260,WR,DeVante,DeVante Parker,Parker,9.628571647,14,6100,MIA@NE,MIA,NE,,,,WR/FLEX
63499-8803,QB,Chase,Chase Daniel,Daniel,2.831999969,5,6100,LAC@WAS,LAC,WAS,Q,Arm,,QB
63499-25410,QB,Mike,Mike Glennon,Glennon,9.36857169,7,6100,DEN@NYG,NYG,DEN,,,,QB
63499-56192,QB,John,John Wolford,Wolford,3.799999952,4,6100,CHI@LAR,LAR,CHI,Q,Appendix,,QB
63499-52606,QB,David,David Blough,Blough,1.379999995,2,6100,SF@DET,DET,SF,,,,QB
63499-52917,WR,DJ,DJ Chark Jr.,Chark Jr.,9.77692296,13,6100,JAC@HOU,JAC,HOU,Q,Finger,,WR/FLEX
63499-38767,QB,Chris,Chris Streveler,Streveler,2.174999952,4,6100,ARI@TEN,ARI,TEN,,,,QB
63499-26483,QB,Geno,Geno Smith,Smith,0.560000002,2,6100,SEA@IND,SEA,IND,,,,QB
63499-71710,QB,Nate,Nate Stanley,Stanley,,,6000,MIN@CIN,MIN,CIN,IR,Undisclosed,,QB
63499-30761,QB,Nathan,Nathan Peterman,Peterman,1.899999976,1,6000,BAL@LV,LV,BAL,,,,QB
63499-86080,TE,Kyle,Kyle Pitts,Pitts,,,6000,PHI@ATL,ATL,PHI,,,,TE/FLEX
63499-71798,QB,Anthony,Anthony Gordon,Gordon,0,1,6000,CLE@KC,KC,CLE,,,,QB
63499-39034,QB,Kurt,Kurt Benkert,Benkert,0,1,6000,GB@NO,GB,NO,,,,QB
63499-63611,QB,Kyle,Kyle Shurmur,Shurmur,,,6000,MIN@CIN,CIN,MIN,,,,QB
63499-69769,QB,Darius,Darius Bradwell,Bradwell,0,1,6000,LAC@WAS,LAC,WAS,,,,QB
63499-45229,RB,Kareem,Kareem Hunt,Hunt,12.66666667,18,6000,CLE@KC,CLE,KC,,,,RB/FLEX
63499-57537,QB,DeShone,DeShone Kizer,Kizer,,,6000,ARI@TEN,TEN,ARI,,,,QB
63499-69833,QB,Shane,Shane Buechele,Buechele,,,6000,CLE@KC,KC,CLE,,,,QB
63499-45259,QB,Logan,Logan Woodside,Woodside,0.255999994,5,6000,ARI@TEN,TEN,ARI,,,,QB
63499-61751,QB,Josh,Josh Thomas,Thomas,,,6000,PIT@BUF,BUF,PIT,,,,QB
63499-149889,QB,Kenji,Kenji Bahar,Bahar,,,6000,BAL@LV,BAL,LV,,,,QB
63499-61982,QB,Tommy,Tommy Stevens,Stevens,2.400000095,1,6000,DEN@NYG,NYG,DEN,,,,QB
63499-94797,QB,Kellen,Kellen Mond,Mond,,,6000,MIN@CIN,MIN,CIN,,,,QB
63499-41562,QB,Nick,Nick Mullens,Mullens,11.66181807,11,6000,CLE@KC,CLE,KC,,,,QB
63499-64115,QB,Steven,Steven Montez,Montez,0,1,6000,SF@DET,DET,SF,,,,QB
63499-29445,QB,Sean,Sean Mannion,Mannion,0.180000007,3,6000,MIN@CIN,MIN,CIN,,,,QB
63499-39795,QB,Davis,Davis Webb,Webb,,,6000,PIT@BUF,BUF,PIT,,,,QB
63499-62364,QB,Josh,Josh Rosen,Rosen,4.595999908,5,6000,PHI@ATL,ATL,PHI,,,,QB
63499-29605,QB,Matt,Matt Barkley,Barkley,2.569999933,4,6000,ARI@TEN,TEN,ARI,,,,QB
63499-33702,QB,Ryan,Ryan Griffin,Griffin,0.310000002,2,6000,DAL@TB,TB,DAL,,,,QB
63499-56286,QB,Trace,Trace McSorley,McSorley,3.100000064,3,6000,BAL@LV,BAL,LV,,,,QB
63499-62566,QB,Travis,Travis Jonsen,Jonsen,,,6000,DAL@TB,TB,DAL,,,,QB
63499-52342,QB,Will,Will Grier,Grier,0,2,6000,DAL@TB,DAL,TB,,,,QB
63499-64637,QB,Brian,Brian Lewerke,Lewerke,0,1,6000,DEN@NYG,NYG,DEN,,,,QB
63499-83079,QB,Kyle,Kyle Lauletta,Lauletta,,,6000,JAC@HOU,JAC,HOU,,,,QB
63499-27801,QB,Nate,Nate Sudfeld,Sudfeld,-0.25999999,2,6000,SF@DET,SF,DET,,,,QB
63499-29915,QB,Brett,Brett Hundley,Hundley,0,2,6000,SEA@IND,IND,SEA,,,,QB
63499-130269,QB,Reid,Reid Sinnett,Sinnett,0,1,6000,MIA@NE,MIA,NE,,,,QB
63499-54507,QB,Alex,Alex McGough,McGough,,,6000,SEA@IND,SEA,IND,,,,QB
63499-11500,QB,Colt,Colt McCoy,McCoy,3.840000153,5,6000,ARI@TEN,ARI,TEN,,,,QB
63499-130334,QB,Jalen,Jalen Morton,Morton,,,6000,SEA@IND,IND,SEA,,,,QB
63499-130337,QB,Case,Case Cookus,Cookus,0,1,6000,BAL@LV,LV,BAL,,,,QB
63499-27986,QB,C.J.,C.J. Beathard,Beathard,7.468571254,7,6000,JAC@HOU,JAC,HOU,,,,QB
63499-60787,QB,Bryce,Bryce Perkins,Perkins,0,2,6000,CHI@LAR,LAR,CHI,,,,QB
63499-103824,QB,Easton,Easton Stick,Stick,-0.039999999,1,6000,LAC@WAS,LAC,WAS,,,,QB
63499-73111,WR,Chase,Chase Claypool,Claypool,12.01764724,17,6000,PIT@BUF,PIT,BUF,,,,WR/FLEX
63499-73118,QB,Ian,Ian Book,Book,,,6000,GB@NO,NO,GB,,,,QB
63499-60840,QB,Jake,Jake Browning,Browning,,,6000,MIN@CIN,CIN,MIN,,,,QB
63499-40407,QB,Josh,Josh Dobbs,Dobbs,1.039999962,2,6000,PIT@BUF,PIT,BUF,IR,Toe,,QB
63499-73183,QB,Dwayne,Dwayne Haskins Jr.,Haskins Jr.,9.395000458,8,6000,PIT@BUF,PIT,BUF,,,,QB
63499-91639,QB,Jake,Jake Fromm,Fromm,,,6000,PIT@BUF,BUF,PIT,,,,QB
63499-60930,RB,Myles,Myles Gaskin,Gaskin,14.36999969,10,6000,MIA@NE,MIA,NE,,,,RB/FLEX
63499-34308,QB,Blake,Blake Bortles,Bortles,0,1,6000,GB@NO,GB,NO,,,,QB
63499-22027,QB,Nick,Nick Foles,Foles,12.46444448,9,6000,CHI@LAR,CHI,LAR,,,,QB
63499-60947,QB,Jarrett,Jarrett Stidham,Stidham,2.656666597,6,6000,MIA@NE,NE,MIA,NA,Back,,QB
63499-89628,QB,Davis,Davis Mills,Mills,,,6000,JAC@HOU,HOU,JAC,,,,QB
63499-40482,QB,Tim,Tim Boyle,Boyle,-0.112499997,8,6000,SF@DET,DET,SF,IR,Thumb,,QB
63499-30253,QB,Jeff,Jeff Driskel,Driskel,8.020000458,4,6000,JAC@HOU,HOU,JAC,,,,QB
63499-61042,QB,Kendall,Kendall Hinton,Hinton,-0.389999986,2,6000,DEN@NYG,DEN,NYG,,,,QB
63499-95893,QB,Devlin,Devlin Hodges,Hodges,0,1,6000,CHI@LAR,LAR,CHI,,,,QB
63499-7844,QB,Chad,Chad Henne,Henne,6.639999866,4,6000,CLE@KC,KC,CLE,,,,QB
63499-44715,QB,Cooper,Cooper Rush,Rush,0,1,6000,DAL@TB,DAL,TB,,,,QB
63499-69302,QB,Feleipe,Feleipe Franks,Franks,,,6000,PHI@ATL,ATL,PHI,,,,QB
63499-69304,QB,Kyle,Kyle Trask,Trask,,,6000,DAL@TB,TB,DAL,,,,QB
63499-7872,QB,Brian,Brian Hoyer,Hoyer,1.5,2,6000,MIA@NE,NE,MIA,,,,QB
63499-52929,QB,Jake,Jake Luton,Luton,6.851999664,5,6000,SEA@IND,SEA,IND,,,,QB
63499-61157,QB,Brett,Brett Rypien,Rypien,5.100000064,3,6000,DEN@NYG,DEN,NYG,,,,QB
63499-28434,QB,Trevor,Trevor Siemian,Siemian,0.119999997,1,6000,GB@NO,NO,GB,,,,QB
63499-104281,QB,Jake,Jake Dolegala,Dolegala,0,1,6000,GB@NO,GB,NO,,,,QB
63499-53095,QB,Kyle,Kyle Allen,Allen,11.5,4,6000,LAC@WAS,WAS,LAC,,,,QB
63499-55148,QB,Clayton,Clayton Thorson,Thorson,0,1,6000,DEN@NYG,NYG,DEN,Q,Concussion,,QB
63499-14194,QB,Blaine,Blaine Gabbert,Gabbert,3.829999924,4,6000,DAL@TB,TB,DAL,,,,QB
63499-89981,WR,Tee,Tee Higgins,Higgins,10.74000041,15,6000,MIN@CIN,CIN,MIN,,,,WR/FLEX
63499-38837,QB,Danny,Danny Etling,Etling,0,1,6000,MIN@CIN,MIN,CIN,,,,QB
63499-63469,QB,Ben,Ben DiNucci,DiNucci,2.320000013,3,6000,DAL@TB,DAL,TB,,,,QB
63499-71672,QB,KJ,KJ Costello,Costello,,,6000,LAC@WAS,LAC,WAS,,,,QB
63499-63591,RB,Ronald,Ronald Jones II,Jones II,10.952941,17,5900,DAL@TB,TB,DAL,,,,RB/FLEX
63499-24755,WR,Jamison,Jamison Crowder,Crowder,11.87666702,12,5900,NYJ@CAR,NYJ,CAR,IR,Illness,,WR/FLEX
63499-83074,TE,Dallas,Dallas Goedert,Goedert,7.78333346,12,5900,PHI@ATL,PHI,ATL,,,,TE/FLEX
63499-83081,RB,Chase,Chase Edmonds,Edmonds,8.84375,16,5900,ARI@TEN,ARI,TEN,,,,RB/FLEX
63499-130288,RB,James,James Robinson,Robinson,16.13571385,14,5900,JAC@HOU,JAC,HOU,,,,RB/FLEX
63499-40669,WR,Tyler,Tyler Boyd,Boyd,10.20933329,15,5900,MIN@CIN,CIN,MIN,,,,WR/FLEX
63499-57403,WR,Courtland,Courtland Sutton,Sutton,4.050000191,2,5800,DEN@NYG,DEN,NYG,,,,WR/FLEX
63499-69956,WR,Michael,Michael Gallup,Gallup,8.987500191,16,5800,DAL@TB,DAL,TB,,,,WR/FLEX
63499-45439,WR,Corey,Corey Davis,Davis,10.59333293,15,5800,NYJ@CAR,NYJ,CAR,,,,WR/FLEX
63499-64576,RB,Damien,Damien Harris,Harris,8.880000305,10,5800,MIA@NE,NE,MIA,,,,RB/FLEX
63499-22103,WR,Marvin,Marvin Jones Jr.,Jones Jr.,11.86250019,16,5800,JAC@HOU,JAC,HOU,Q,Shoulder - ac joint,,WR/FLEX
63499-71706,TE,T.J.,T.J. Hockenson,Hockenson,8.862500191,16,5700,SF@DET,DET,SF,Q,Shoulder - ac joint,,TE/FLEX
63499-39829,WR,Mike,Mike Williams,Williams,9.264285496,14,5700,LAC@WAS,LAC,WAS,,,,WR/FLEX
63499-62497,RB,David,David Johnson,Johnson,13.58333333,12,5700,JAC@HOU,HOU,JAC,,,,RB/FLEX
63499-42028,WR,Will,Will Fuller V,Fuller V,14.76363581,11,5700,MIA@NE,MIA,NE,IR,Foot,,WR/FLEX
63499-11612,WR,Antonio,Antonio Brown,Brown,10.07500013,12,5700,DAL@TB,TB,DAL,Q,Knee,,WR/FLEX
63499-52916,WR,Russell,Russell Gage,Gage,9.066249847,16,5700,PHI@ATL,ATL,PHI,,,,WR/FLEX
63499-28900,RB,Melvin,Melvin Gordon III,Gordon III,11.39999962,16,5600,DEN@NYG,DEN,NYG,,,,RB/FLEX
63499-29683,WR,Nelson,Nelson Agholor,Agholor,10.10000038,16,5600,MIA@NE,NE,MIA,,,,WR/FLEX
63499-93541,RB,Javonte,Javonte Williams,Williams,,,5600,DEN@NYG,DEN,NYG,,,,RB/FLEX
63499-56809,WR,Allen,Allen Lazard,Lazard,8.883333206,12,5600,GB@NO,GB,NO,,,,WR/FLEX
63499-34295,WR,Breshad,Breshad Perriman,Perriman,7.008333206,12,5600,CHI@LAR,CHI,LAR,,,,WR/FLEX
63499-22031,WR,T.Y.,T.Y. Hilton,Hilton,8.774999619,16,5600,SEA@IND,IND,SEA,IR,Neck,,WR/FLEX
63499-26355,TE,Logan,Logan Thomas,Thomas,8.854117898,17,5600,LAC@WAS,WAS,LAC,,,,TE/FLEX
63499-87859,WR,Laviska,Laviska Shenault Jr.,Shenault Jr.,9.150000436,14,5600,JAC@HOU,JAC,HOU,,,,WR/FLEX
63499-69777,WR,Darnell,Darnell Mooney,Mooney,7.599999905,16,5500,CHI@LAR,CHI,LAR,,,,WR/FLEX
63499-90561,WR,Jerry,Jerry Jeudy,Jeudy,8.225000381,16,5500,DEN@NYG,DEN,NYG,,,,WR/FLEX
63499-27477,WR,Sterling,Sterling Shepard,Shepard,9.961538462,13,5500,DEN@NYG,NYG,DEN,,,,WR/FLEX
63499-56265,TE,Mike,Mike Gesicki,Gesicki,8.853333537,15,5500,MIA@NE,MIA,NE,,,,TE/FLEX
63499-54606,WR,John,John Brown,Brown,7.825000127,12,5500,BAL@LV,LV,BAL,,,,WR/FLEX
63499-52613,WR,Curtis,Curtis Samuel,Samuel,10.85000038,16,5500,LAC@WAS,WAS,LAC,Q,Groin,,WR/FLEX
63499-85701,WR,Ja'Marr,Ja'Marr Chase,Chase,,,5500,MIN@CIN,CIN,MIN,,,,WR/FLEX
63499-40687,RB,James,James Conner,Conner,11.7357145,14,5500,ARI@TEN,ARI,TEN,,,,RB/FLEX
63499-22288,WR,Cole,Cole Beasley,Beasley,10.44444444,18,5500,PIT@BUF,BUF,PIT,,,,WR/FLEX
63499-89956,RB,Travis,Travis Etienne,Etienne,,,5500,JAC@HOU,JAC,HOU,IR,Foot,,RB/FLEX
63499-57342,WR,Tre'Quan,Tre'Quan Smith,Smith,7.721428462,14,5500,GB@NO,NO,GB,Q,Undisclosed,,WR/FLEX
