Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Roster Position
63499-43993,TE,Andrew,Andrew Vollert,Vollert,0,1,4000,SEA@IND,IND,SEA,IR,Ankle,,TE/FLEX
63499-54239,TE,Matt,Matt Sokol,Sokol,0,1,4000,JAC@HOU,JAC,HOU,,,,TE/FLEX
63499-70658,TE,Cary,Cary Angeline,Angeline,,,4000,PHI@ATL,PHI,ATL,,,,TE/FLEX
63499-27672,TE,Matt,Matt LaCosse,LaCosse,0,1,4000,MIA@NE,NE,MIA,,,,TE/FLEX
63499-29725,TE,Levine,Levine Toilolo,Toilolo,1.183333317,6,4000,DEN@NYG,NYG,DEN,IR,Achilles,,TE/FLEX
63499-62505,TE,MyCole,MyCole Pruitt,Pruitt,5.079999924,5,4000,ARI@TEN,TEN,ARI,,,,TE/FLEX
63499-64603,TE,Farrod,Farrod Green,Green,0,1,4000,SEA@IND,IND,SEA,,,,TE/FLEX
63499-42077,TE,James,James Winchester,Winchester,0,1,4000,CLE@KC,KC,CLE,,,,TE/FLEX
63499-46177,TE,David,David Wells,Wells,,,4000,PHI@ATL,ATL,PHI,,,,TE/FLEX
63499-46200,TE,Daniel,Daniel Brunskill,Brunskill,0,1,4000,SF@DET,SF,DET,,,,TE/FLEX
63499-158851,TE,Graham,Graham Adomitis,Adomitis,,,4000,SEA@IND,IND,SEA,,,,TE/FLEX
63499-58499,TE,Parker,Parker Hesse,Hesse,,,4000,PHI@ATL,ATL,PHI,IR,Undisclosed,,TE/FLEX
63499-54426,TE,Andrew,Andrew Beck,Beck,0,1,4000,DEN@NYG,DEN,NYG,,,,TE/FLEX
63499-83117,TE,Tanner,Tanner Hudson,Hudson,1.119999981,5,4000,SF@DET,SF,DET,,,,TE/FLEX
63499-9409,TE,Clark,Clark Harris,Harris,0,1,4000,MIN@CIN,CIN,MIN,,,,TE/FLEX
63499-52461,TE,Carson,Carson Meier,Meier,0,1,4000,MIA@NE,MIA,NE,,,,TE/FLEX
63499-130286,TE,Ben,Ben Ellefson,Ellefson,0.875,4,4000,MIN@CIN,MIN,CIN,,,,TE/FLEX
63499-52468,TE,Ethan,Ethan Wolf,Wolf,0,1,4000,GB@NO,NO,GB,,,,TE/FLEX
63499-64762,TE,Nakia,Nakia Griffin-Stewart,Griffin-Stewart,,,4000,DEN@NYG,NYG,DEN,,,,TE/FLEX
63499-62718,TE,Daniel,Daniel Brown,Brown,1.024999976,4,4000,NYJ@CAR,NYJ,CAR,,,,TE/FLEX
63499-29956,TE,Joshua,Joshua Perkins,Perkins,0,1,4000,SF@DET,SF,DET,,,,TE/FLEX
63499-34073,TE,Ryan,Ryan Griffin,Griffin,2.620000076,5,4000,NYJ@CAR,NYJ,CAR,,,,TE/FLEX
63499-60699,TE,Kalif,Kalif Jackson,Jackson,,,4000,MIA@NE,MIA,NE,,,,TE/FLEX
63499-83226,TE,Kevin,Kevin Rader,Rader,0,2,4000,PIT@BUF,PIT,BUF,,,,TE/FLEX
63499-68895,TE,Bruno,Bruno Labelle,Labelle,,,4000,ARI@TEN,ARI,TEN,IR,Undisclosed,,TE/FLEX
63499-66857,TE,Jibri,Jibri Blount,Blount,,,4000,MIA@NE,MIA,NE,,,,TE/FLEX
63499-138552,TE,Connor,Connor Davis,Davis,0,1,4000,CLE@KC,CLE,KC,IR,Shoulder,,TE/FLEX
63499-25957,TE,J.P.,J.P. Holtz,Holtz,0,7,4000,CHI@LAR,CHI,LAR,,,,TE/FLEX
63499-68975,TE,Josh,Josh Pederson,Pederson,,,4000,GB@NO,NO,GB,,,,TE/FLEX
63499-60788,TE,Nick,Nick Ralston,Ralston,,,4000,DAL@TB,DAL,TB,,,,TE/FLEX
63499-60791,TE,Tommy,Tommy Hudson,Hudson,,,4000,ARI@TEN,TEN,ARI,,,,TE/FLEX
63499-87422,TE,Dom,Dom Wood-Anderson,Wood-Anderson,0,1,4000,SEA@IND,SEA,IND,,,,TE/FLEX
63499-71048,TE,Thaddeus,Thaddeus Moss,Moss,0,1,4000,MIN@CIN,CIN,MIN,,,,TE/FLEX
63499-97672,TE,Carson,Carson Williams,Williams,,,4000,BAL@LV,LV,BAL,,,,TE/FLEX
63499-40371,TE,Johnny,Johnny Mundt,Mundt,2.433333397,3,4000,CHI@LAR,LAR,CHI,,,,TE/FLEX
63499-73147,TE,Nick,Nick Eubanks,Eubanks,,,4000,PHI@ATL,PHI,ATL,,,,TE/FLEX
63499-69069,TE,Tony,Tony Poljan,Poljan,,,4000,BAL@LV,BAL,LV,,,,TE/FLEX
63499-73172,TE,Jake,Jake Hausmann,Hausmann,,,4000,DEN@NYG,NYG,DEN,,,,TE/FLEX
63499-54746,TE,Tyler,Tyler Ott,Ott,0,1,4000,SEA@IND,SEA,IND,,,,TE/FLEX
63499-71143,TE,Kylen,Kylen Granson,Granson,,,4000,SEA@IND,IND,SEA,,,,TE/FLEX
63499-89588,TE,Colby,Colby Parkinson,Parkinson,1.299999952,2,4000,SEA@IND,SEA,IND,IR,Foot,,TE/FLEX
63499-62981,TE,Eli,Eli Wolf,Wolf,0,1,4000,BAL@LV,BAL,LV,,,,TE/FLEX
63499-73266,TE,Dylan,Dylan Soehner,Soehner,,,4000,GB@NO,NO,GB,IR,Undisclosed,,TE/FLEX
63499-46644,TE,Paul,Paul Quessenberry,Quessenberry,0,1,4000,JAC@HOU,HOU,JAC,,,,TE/FLEX
63499-69173,TE,Hunter,Hunter Kampmoyer,Kampmoyer,,,4000,LAC@WAS,LAC,WAS,,,,TE/FLEX
63499-60981,TE,Charlie,Charlie Heck,Heck,0.800000012,1,4000,JAC@HOU,HOU,JAC,IR,Undisclosed,,TE/FLEX
63499-60984,TE,Jake,Jake Bargas,Bargas,,,4000,MIN@CIN,MIN,CIN,,,,TE/FLEX
63499-30272,TE,Colin,Colin Thompson,Thompson,2.399999936,3,4000,NYJ@CAR,CAR,NYJ,,,,TE/FLEX
63499-104008,TE,Stephen,Stephen Carlson,Carlson,0.449999988,8,4000,CLE@KC,CLE,KC,IR,Knee,,TE/FLEX
63499-104019,TE,Matt,Matt Orzech,Orzech,0,1,4000,CHI@LAR,LAR,CHI,,,,TE/FLEX
63499-56947,TE,Chris,Chris Myarick,Myarick,0,1,4000,DEN@NYG,NYG,DEN,,,,TE/FLEX
63499-38528,TE,Tyrone,Tyrone Swoopes,Swoopes,0,1,4000,LAC@WAS,WAS,LAC,IR,Undisclosed,,TE/FLEX
63499-87690,TE,Sal,Sal Cannella,Cannella,,,4000,MIA@NE,MIA,NE,,,,TE/FLEX
63499-65182,TE,Mitchell,Mitchell Wilcox,Wilcox,0,1,4000,MIN@CIN,CIN,MIN,,,,TE/FLEX
63499-69326,TE,Isaac,Isaac Nauta,Nauta,0.266666671,3,4000,GB@NO,GB,NO,Q,Undisclosed,,TE/FLEX
63499-63189,TE,Hunter,Hunter Thedford,Thedford,,,4000,SF@DET,DET,SF,,,,TE/FLEX
63499-71386,TE,Jordan,Jordan Thomas,Thomas,1.700000048,4,4000,SEA@IND,IND,SEA,Q,Undisclosed,,TE/FLEX
63499-61172,TE,Tyler,Tyler Davis,Davis,0,2,4000,SEA@IND,IND,SEA,,,,TE/FLEX
63499-95999,TE,Charlie,Charlie Taumoepeau,Taumoepeau,0,1,4000,SF@DET,DET,SF,IR,Neck,,TE/FLEX
63499-65318,TE,Daniel,Daniel Crawford,Crawford,,,4000,GB@NO,GB,NO,,,,TE/FLEX
63499-91945,TE,Cam,Cam Sutton,Sutton,0,2,4000,SEA@IND,SEA,IND,,,,TE/FLEX
63499-40746,TE,Troy,Troy Fumagalli,Fumagalli,2.571428571,7,4000,MIA@NE,NE,MIA,IR,Undisclosed,,TE/FLEX
63499-55099,TE,Ian,Ian Bunting,Bunting,0,1,4000,DAL@TB,DAL,TB,,,,TE/FLEX
63499-38722,TE,Cethan,Cethan Carter,Carter,1.114285742,7,4000,MIA@NE,MIA,NE,Q,Leg,,TE/FLEX
63499-69451,TE,Jack,Jack Stoll,Stoll,,,4000,PHI@ATL,PHI,ATL,,,,TE/FLEX
63499-63321,TE,Rashod,Rashod Berry,Berry,0,1,4000,SF@DET,DET,SF,,,,TE/FLEX
63499-69516,TE,Miller,Miller Forristall,Forristall,,,4000,ARI@TEN,TEN,ARI,,,,TE/FLEX
63499-38805,TE,Marcus,Marcus Baugh,Baugh,0.349999994,2,4000,PIT@BUF,PIT,BUF,,,,TE/FLEX
63499-55209,TE,Nate,Nate Becker,Becker,,,4000,PIT@BUF,BUF,PIT,,,,TE/FLEX
63499-30654,TE,Jerell,Jerell Adams,Adams,0,1,4000,DAL@TB,TB,DAL,,,,TE/FLEX
63499-65477,TE,Giovanni,Giovanni Ricci,Ricci,0,2,4000,NYJ@CAR,CAR,NYJ,,,,TE/FLEX
63499-65492,TE,Dax,Dax Raymond,Raymond,0,1,4000,PIT@BUF,PIT,BUF,Q,Undisclosed,,TE/FLEX
63499-14304,TE,Luke,Luke Stocker,Stocker,0.980000019,10,4000,ARI@TEN,TEN,ARI,,,,TE/FLEX
63499-104421,TE,Jesper,Jesper Horsted,Horsted,0,2,4000,CHI@LAR,CHI,LAR,,,,TE/FLEX
63499-57325,TE,Jordan,Jordan Franks,Franks,0,1,4000,CLE@KC,CLE,KC,,,,TE/FLEX
63499-71673,TE,Scooter,Scooter Harrington,Harrington,,,4000,CHI@LAR,CHI,LAR,,,,TE/FLEX
63499-104447,TE,Jody,Jody Fortson,Fortson,,,4000,CLE@KC,KC,CLE,,,,TE/FLEX
63499-12525,D,Atlanta,Atlanta Falcons,Falcons,4.5,16,3900,PHI@ATL,ATL,PHI,,,,DEF
63499-12527,D,Chicago,Chicago Bears,Bears,5.588235294,17,3900,CHI@LAR,CHI,LAR,,,,DEF
63499-12554,D,Jacksonville,Jacksonville Jaguars,Jaguars,3.375,16,3900,JAC@HOU,JAC,HOU,,,,DEF
63499-12540,D,Minnesota,Minnesota Vikings,Vikings,3.8125,16,3800,MIN@CIN,MIN,CIN,,,,DEF
63499-12545,D,Philadelphia,Philadelphia Eagles,Eagles,6.4375,16,3800,PHI@ATL,PHI,ATL,,,,DEF
63499-12542,D,New Orleans,New Orleans Saints,Saints,7.277777778,18,3700,GB@NO,NO,GB,,,,DEF
63499-12543,D,New York,New York Giants,Giants,6.25,16,3700,DEN@NYG,NYG,DEN,,,,DEF
63499-12526,D,Buffalo,Buffalo Bills,Bills,7.157894737,19,3600,PIT@BUF,BUF,PIT,,,,DEF
63499-12536,D,Kansas City,Kansas City Chiefs,Chiefs,6.368421053,19,3600,CLE@KC,KC,CLE,,,,DEF
63499-12534,D,Tennessee,Tennessee Titans,Titans,4.352941176,17,3500,ARI@TEN,TEN,ARI,,,,DEF
63499-12544,D,New York,New York Jets,Jets,4.1875,16,3500,NYJ@CAR,NYJ,CAR,,,,DEF
63499-12530,D,Dallas,Dallas Cowboys,Cowboys,5,16,3400,DAL@TB,DAL,TB,,,,DEF
63499-12546,D,Arizona,Arizona Cardinals,Cardinals,6.9375,16,3400,ARI@TEN,ARI,TEN,,,,DEF
63499-12556,D,Houston,Houston Texans,Texans,3,16,3400,JAC@HOU,HOU,JAC,,,,DEF
63499-12532,D,Detroit,Detroit Lions,Lions,2.1875,16,3300,SF@DET,DET,SF,,,,DEF
63499-12537,D,Las Vegas,Las Vegas Raiders,Raiders,2.6875,16,3200,BAL@LV,LV,BAL,,,,DEF
63499-12529,D,Cleveland,Cleveland Browns,Browns,6.277777778,18,3100,CLE@KC,CLE,KC,,,,DEF
63499-12528,D,Cincinnati,Cincinnati Bengals,Bengals,2.8125,16,3000,MIN@CIN,CIN,MIN,,,,DEF
